identifies_as_woman,identifies_as_hispanic_or_latinx,identifies_as_black,identifies_as_white,highest_education_level,state,direction_country_headed,should_incarcerated_vote,incarceration_impacts_motivation_to_vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,No,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,No,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Yes,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,No,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,KS,No opinion,No,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,No,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,No,No impact
False,False,False,True,High school or GED or less,KS,In between,No,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Yes,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,No,Slightly increased my motivation to vote
